id_pais,pais,id_departamento,departamento,id_provincia,provincia,id_municipio,municipio,id_nombre_completo,nombre_completo,id_organizacion_politica,organizacion_politica,id_cargo,cargo
1,Bolivia,1,Chuquisaca,3,Hernando Siles,5,Monteagudo,17,YOLANDA PANIAGUA MONTIEL,6,ALIANZA PATRIA UNIDOS,1,Alcalde
1,Bolivia,1,Chuquisaca,4,Luis Calvo,6,Macharetí,18,ALCIRA FATIMA CABRERA FLORES,2,ALIANZA GENTE NUEVA,1,Alcalde
1,Bolivia,1,Chuquisaca,4,Luis Calvo,6,Macharetí,19,JAVIER SANCHEZ ACEBO,5,NUEVA GENERACIÓN PATRIÓTICA,1,Alcalde
1,Bolivia,1,Chuquisaca,4,Luis Calvo,6,Macharetí,20,JESUS EMERSON MACHACA TITO,6,ALIANZA PATRIA UNIDOS,1,Alcalde
1,Bolivia,1,Chuquisaca,4,Luis Calvo,7,Villa Vaca Guzmán,21,RUFINO PASQUITO TARUMBARA,4,POR SIEMPRE CHUQUISACA,1,Alcalde
1,Bolivia,1,Chuquisaca,4,Luis Calvo,7,Villa Vaca Guzmán,22,RONALD CABRERA RODAS,2,ALIANZA GENTE NUEVA,1,Alcalde
1,Bolivia,1,Chuquisaca,4,Luis Calvo,7,Villa Vaca Guzmán,23,ADOLFO ROLANDO APODACA CLAURE,5,NUEVA GENERACIÓN PATRIÓTICA,1,Alcalde
1,Bolivia,1,Chuquisaca,4,Luis Calvo,7,Villa Vaca Guzmán,24,GERMAN ROMEO HERRERA BARJA,6,ALIANZA PATRIA UNIDOS,1,Alcalde
1,Bolivia,1,Chuquisaca,5,Nor Cinti,8,Camargo,25,BEIMAR MERCADO VALDIVIEZO,7,FRENTE REVOLUCIONARIO DE IZQUIERDA,1,Alcalde
1,Bolivia,1,Chuquisaca,5,Nor Cinti,8,Camargo,26,PREFECTO RODRIGUEZ VARGAS,4,POR SIEMPRE CHUQUISACA,1,Alcalde
1,Bolivia,1,Chuquisaca,5,Nor Cinti,8,Camargo,27,NORMA MOLINA GUZMAN,5,NUEVA GENERACIÓN PATRIÓTICA,1,Alcalde
1,Bolivia,1,Chuquisaca,5,Nor Cinti,8,Camargo,28,MOISES JUSTINO MACHUCA LLANOS,6,ALIANZA PATRIA UNIDOS,1,Alcalde
1,Bolivia,1,Chuquisaca,5,Nor Cinti,8,Camargo,29,MIGUEL ANGEL IBARRA MANCILLA,8,NUEVA REPÚBLICA,1,Alcalde
1,Bolivia,1,Chuquisaca,5,Nor Cinti,9,Incahuasi,30,ANASTACIO IBARRA CHAMBI,4,POR SIEMPRE CHUQUISACA,1,Alcalde
1,Bolivia,1,Chuquisaca,5,Nor Cinti,9,Incahuasi,31,BEHIMAR HERRERA MARTINEZ,2,ALIANZA GENTE NUEVA,1,Alcalde
1,Bolivia,1,Chuquisaca,5,Nor Cinti,9,Incahuasi,32,BLADIMIR AMARO CONDORI,6,ALIANZA PATRIA UNIDOS,1,Alcalde
1,Bolivia,1,Chuquisaca,5,Nor Cinti,10,San Lucas,33,ALFREDO BAUTISTA PALACIOS,4,POR SIEMPRE CHUQUISACA,1,Alcalde
1,Bolivia,1,Chuquisaca,5,Nor Cinti,10,San Lucas,34,JUAN MIGUEL GOMEZ ALDANA,1,MOVIMIENTO TERCER SISTEMA,1,Alcalde
1,Bolivia,1,Chuquisaca,5,Nor Cinti,10,San Lucas,35,ALFREDO RENGIFO QUIROGA,2,ALIANZA GENTE NUEVA,1,Alcalde
1,Bolivia,1,Chuquisaca,5,Nor Cinti,10,San Lucas,36,JOSE LUIS HUANCA GOMEZ,5,NUEVA GENERACIÓN PATRIÓTICA,1,Alcalde
1,Bolivia,1,Chuquisaca,5,Nor Cinti,11,Villa Charcas,37,FANOR ORTEGA CANO,4,POR SIEMPRE CHUQUISACA,1,Alcalde
1,Bolivia,1,Chuquisaca,5,Nor Cinti,11,Villa Charcas,38,RAYNER TOLABA COHANQUI,1,MOVIMIENTO TERCER SISTEMA,1,Alcalde
1,Bolivia,1,Chuquisaca,5,Nor Cinti,11,Villa Charcas,39,SULMA CARDOZO TOLABA,6,ALIANZA PATRIA UNIDOS,1,Alcalde
1,Bolivia,1,Chuquisaca,6,Oropeza,12,Poroma,40,MARCELINO CRUZ COPA,4,POR SIEMPRE CHUQUISACA,1,Alcalde
1,Bolivia,1,Chuquisaca,6,Oropeza,12,Poroma,41,BENITO QUINTANILLA GONZALES,1,MOVIMIENTO TERCER SISTEMA,1,Alcalde
1,Bolivia,1,Chuquisaca,6,Oropeza,12,Poroma,42,PASCUAL VERA TAPIA,2,ALIANZA GENTE NUEVA,1,Alcalde
1,Bolivia,1,Chuquisaca,6,Oropeza,12,Poroma,43,VERONICA VICTORIA PATZI YUCRA,9,ASOCIACIÓN DE COMUNIDADES ORIGINARIAS E INDÍGENAS DE POROMA,1,Alcalde
1,Bolivia,1,Chuquisaca,6,Oropeza,12,Poroma,44,EOSEBIO PACO CRUZ,6,ALIANZA PATRIA UNIDOS,1,Alcalde
1,Bolivia,1,Chuquisaca,6,Oropeza,13,Sucre,45,JUAN ANTONIO JESUS MENDOZA,7,FRENTE REVOLUCIONARIO DE IZQUIERDA,1,Alcalde
1,Bolivia,1,Chuquisaca,6,Oropeza,13,Sucre,46,CECILIA CALANI TANGARA,4,POR SIEMPRE CHUQUISACA,1,Alcalde
1,Bolivia,1,Chuquisaca,6,Oropeza,13,Sucre,47,RICHARD MOSCOSO PAREDES,1,MOVIMIENTO TERCER SISTEMA,1,Alcalde
1,Bolivia,1,Chuquisaca,6,Oropeza,13,Sucre,48,MIGUEL ANGEL AMONZABEL GONZALES,2,ALIANZA GENTE NUEVA,1,Alcalde
1,Bolivia,1,Chuquisaca,6,Oropeza,13,Sucre,49,HEBERT MARCELO TERRAZAS RODRIGUEZ,5,NUEVA GENERACIÓN PATRIÓTICA,1,Alcalde
1,Bolivia,1,Chuquisaca,6,Oropeza,13,Sucre,50,WALTER PABLO ARIZAGA RUIZ,3,LIBERTAD Y REPÚBLICA,1,Alcalde
1,Bolivia,1,Chuquisaca,6,Oropeza,13,Sucre,51,CRISTIAN ISRAEL SANABRIA DURAN,10,FARO DE UNION CON EMPODERAMIENTO Y REPRESENTACON ZONAL AUTONOMICA,1,Alcalde
1,Bolivia,1,Chuquisaca,6,Oropeza,13,Sucre,52,ENRIQUE LEAÑO PALENQUE,11,CHARCAS REVOLUCIONARIA,1,Alcalde
1,Bolivia,1,Chuquisaca,6,Oropeza,13,Sucre,53,ERICK MARCELO PEDRAZAS LOPEZ,12,AUTONOMÍA PARA BOLIVIA SÚMATE,1,Alcalde
1,Bolivia,1,Chuquisaca,6,Oropeza,13,Sucre,54,HORACIO POPPE INCH,8,NUEVA REPÚBLICA,1,Alcalde
1,Bolivia,1,Chuquisaca,6,Oropeza,14,Yotala,55,LUIS JHONNY CERVANTES VEDIA,2,ALIANZA GENTE NUEVA,1,Alcalde
1,Bolivia,1,Chuquisaca,6,Oropeza,14,Yotala,56,SANTOS TOMAS MANZANO AVILA,5,NUEVA GENERACIÓN PATRIÓTICA,1,Alcalde
1,Bolivia,1,Chuquisaca,6,Oropeza,14,Yotala,57,SHIRLEY MABEL MARTINEZ MARTINEZ,6,ALIANZA PATRIA UNIDOS,1,Alcalde
1,Bolivia,1,Chuquisaca,7,Sud Cinti,15,Culpina,58,ADEMAR CAIGUARA AVENDAÑO,4,POR SIEMPRE CHUQUISACA,1,Alcalde
1,Bolivia,1,Chuquisaca,7,Sud Cinti,15,Culpina,59,FERMIN JUAN MONTALVO IBAÑEZ,2,ALIANZA GENTE NUEVA,1,Alcalde
1,Bolivia,1,Chuquisaca,7,Sud Cinti,15,Culpina,60,NIMIO LLANOS CORTEZ,5,NUEVA GENERACIÓN PATRIÓTICA,1,Alcalde
1,Bolivia,1,Chuquisaca,7,Sud Cinti,15,Culpina,61,EFRAIN SARAVIA MEDINA,8,NUEVA REPÚBLICA,1,Alcalde
1,Bolivia,1,Chuquisaca,7,Sud Cinti,16,Las Carreras,62,IMAR SANTIAGO MARTINEZ LOZANO,4,POR SIEMPRE CHUQUISACA,1,Alcalde
1,Bolivia,1,Chuquisaca,7,Sud Cinti,16,Las Carreras,63,ELIO MERCADO REYNOSO,6,ALIANZA PATRIA UNIDOS,1,Alcalde
1,Bolivia,1,Chuquisaca,7,Sud Cinti,17,Villa Abecia,64,INOCENTA LIDIA GALEAN OCHOA,6,ALIANZA PATRIA UNIDOS,1,Alcalde
1,Bolivia,1,Chuquisaca,8,Tomina,18,Alcalá,65,DULFREDO ARANCIBIA DURAN,2,ALIANZA GENTE NUEVA,1,Alcalde
1,Bolivia,1,Chuquisaca,8,Tomina,18,Alcalá,66,ALBERTO VARGAS NUÑEZ,6,ALIANZA PATRIA UNIDOS,1,Alcalde
1,Bolivia,1,Chuquisaca,8,Tomina,19,El Villar,67,ENRIQUE VEDIA AGUIRRE,4,POR SIEMPRE CHUQUISACA,1,Alcalde
1,Bolivia,1,Chuquisaca,8,Tomina,19,El Villar,68,CLIVER REVOLLO BRAVO,2,ALIANZA GENTE NUEVA,1,Alcalde
1,Bolivia,1,Chuquisaca,8,Tomina,20,Padilla,69,LUIS ONTIVEROS OVANDO,4,POR SIEMPRE CHUQUISACA,1,Alcalde
1,Bolivia,1,Chuquisaca,8,Tomina,20,Padilla,70,SAID CABRITA OVANDO,1,MOVIMIENTO TERCER SISTEMA,1,Alcalde
1,Bolivia,1,Chuquisaca,8,Tomina,20,Padilla,71,HAYDEN AYLLON RODAS,5,NUEVA GENERACIÓN PATRIÓTICA,1,Alcalde
1,Bolivia,1,Chuquisaca,8,Tomina,21,Sopachui,72,JOSE LUIS PADILLA CRESPO,2,ALIANZA GENTE NUEVA,1,Alcalde
1,Bolivia,1,Chuquisaca,8,Tomina,22,Tomina,73,FERMIN ORIAS MONTERO,1,MOVIMIENTO TERCER SISTEMA,1,Alcalde
1,Bolivia,1,Chuquisaca,8,Tomina,22,Tomina,74,JUAN IGNACIO ZARATE,2,ALIANZA GENTE NUEVA,1,Alcalde
1,Bolivia,1,Chuquisaca,8,Tomina,22,Tomina,75,TOMAS RODRIGUEZ SANDOVAL,5,NUEVA GENERACIÓN PATRIÓTICA,1,Alcalde
1,Bolivia,1,Chuquisaca,9,Yamparáez,23,Tarabuco,76,FELIPE COAQUIRA CHOQUE,4,POR SIEMPRE CHUQUISACA,1,Alcalde
1,Bolivia,1,Chuquisaca,9,Yamparáez,24,Yamparáez,77,CRISPIN ACEITUNO ARANCIBIA,4,POR SIEMPRE CHUQUISACA,1,Alcalde
1,Bolivia,1,Chuquisaca,9,Yamparáez,24,Yamparáez,78,GUIVER AYMURO VALDA,1,MOVIMIENTO TERCER SISTEMA,1,Alcalde
1,Bolivia,1,Chuquisaca,9,Yamparáez,24,Yamparáez,79,ROSARIO IDELMA SANTOS CRUZ,6,ALIANZA PATRIA UNIDOS,1,Alcalde
1,Bolivia,1,Chuquisaca,10,Zudáñez,25,Mojocoya,80,JHONNY RAMOS TORRES,4,POR SIEMPRE CHUQUISACA,1,Alcalde
1,Bolivia,1,Chuquisaca,10,Zudáñez,25,Mojocoya,81,RICHARD LOMAR,2,ALIANZA GENTE NUEVA,1,Alcalde
1,Bolivia,1,Chuquisaca,10,Zudáñez,26,Presto,82,FRANCISCO SOLANO ZARATE TORRES,4,POR SIEMPRE CHUQUISACA,1,Alcalde
1,Bolivia,1,Chuquisaca,10,Zudáñez,26,Presto,83,CARLOS CARRILLO LAIME,1,MOVIMIENTO TERCER SISTEMA,1,Alcalde
1,Bolivia,1,Chuquisaca,10,Zudáñez,26,Presto,84,SANTIAGO HILAFAYA FLORES,2,ALIANZA GENTE NUEVA,1,Alcalde
1,Bolivia,1,Chuquisaca,10,Zudáñez,27,Villa Ricardo Mugia - Icla,85,JULIAN GUTIERREZ ORTIZ,4,POR SIEMPRE CHUQUISACA,1,Alcalde
1,Bolivia,1,Chuquisaca,10,Zudáñez,27,Villa Ricardo Mugia - Icla,86,ALBERTO MELENDRES CONDORI,1,MOVIMIENTO TERCER SISTEMA,1,Alcalde
1,Bolivia,1,Chuquisaca,10,Zudáñez,27,Villa Ricardo Mugia - Icla,87,REYNALDO ENRIQUEZ AGUILAR,6,ALIANZA PATRIA UNIDOS,1,Alcalde
1,Bolivia,1,Chuquisaca,10,Zudáñez,28,Zudañez,88,ROMULO PRUDENCIO ROMERO,4,POR SIEMPRE CHUQUISACA,1,Alcalde
1,Bolivia,1,Chuquisaca,10,Zudáñez,28,Zudañez,89,WILBER FLORES TORRES,1,MOVIMIENTO TERCER SISTEMA,1,Alcalde
1,Bolivia,1,Chuquisaca,10,Zudáñez,28,Zudañez,90,CRESENCIO BARRIGA SANTILLAN,2,ALIANZA GENTE NUEVA,1,Alcalde
1,Bolivia,1,Chuquisaca,10,Zudáñez,28,Zudañez,91,EULOGIA PANTOJA CAMPAÑA,5,NUEVA GENERACIÓN PATRIÓTICA,1,Alcalde
1,Bolivia,2,La Paz,11,Omasuyos,29,Achacachi,92,EDWIN ROBERTO COLQUE MAMANI,13,VENCEREMOS,1,Alcalde
1,Bolivia,2,La Paz,11,Omasuyos,29,Achacachi,93,RENATO HUANCA KELCA,14,ALIANZA SOCIAL PATRIOTICA,1,Alcalde
1,Bolivia,2,La Paz,11,Omasuyos,29,Achacachi,94,EDWIN QUISBERT GUTIERREZ,15,UNION POR EL CAMBIO,1,Alcalde
1,Bolivia,2,La Paz,11,Omasuyos,29,Achacachi,95,JUAN CHAMBI YUJRA,16,INNOVACION HUMANA,1,Alcalde
1,Bolivia,2,La Paz,11,Omasuyos,29,Achacachi,96,JAVIER CONSTO CHIRI MAMANI,17,SUMA POR EL BIEN COMÚN,1,Alcalde
1,Bolivia,2,La Paz,12,Murillo,30,Achocalla,97,PRIMITIVO PILLCO CALLA,18,JUNTOS AL LLAMADO DE LOS PUEBLOS,1,Alcalde
1,Bolivia,2,La Paz,12,Murillo,30,Achocalla,98,WALTER CALLE LAURA,13,VENCEREMOS,1,Alcalde
1,Bolivia,2,La Paz,12,Murillo,30,Achocalla,99,JUAN CONDE GONZALES,14,ALIANZA SOCIAL PATRIOTICA,1,Alcalde
1,Bolivia,2,La Paz,12,Murillo,30,Achocalla,100,ALFARO LOPEZ CHACAPACHA,15,UNION POR EL CAMBIO,1,Alcalde
1,Bolivia,2,La Paz,12,Murillo,30,Achocalla,101,JUAN CARLOS MAMANI MAMANI,16,INNOVACION HUMANA,1,Alcalde
1,Bolivia,2,La Paz,12,Murillo,30,Achocalla,102,SABINO MAMANI CONDORI,7,FRENTE REVOLUCIONARIO DE IZQUIERDA,1,Alcalde
1,Bolivia,2,La Paz,12,Murillo,30,Achocalla,103,MANUEL LUCIO CONDORI QUISPE,19,PARTIDO DEMOCRATA CRISTIANO,1,Alcalde
1,Bolivia,2,La Paz,12,Murillo,30,Achocalla,104,ERNESTO NINA POMA,1,MOVIMIENTO TERCER SISTEMA,1,Alcalde
1,Bolivia,2,La Paz,12,Murillo,30,Achocalla,105,ANGELICA ADUVIRI MAMANI,20,ALIANZA PATRIA SOL,1,Alcalde
1,Bolivia,2,La Paz,12,Murillo,30,Achocalla,106,CALIXTO ILLANES QUISPE,5,NUEVA GENERACIÓN PATRIÓTICA,1,Alcalde
1,Bolivia,2,La Paz,12,Murillo,30,Achocalla,107,RUDDY APAZA USCAMAYTA,21,MOVIMIENTO POR LA SOBERANIA,1,Alcalde
1,Bolivia,2,La Paz,13,Caranavi,31,Alto Beni,108,JOAQUIN BENITO MAMANI SIÑANI,13,VENCEREMOS,1,Alcalde
1,Bolivia,2,La Paz,13,Caranavi,31,Alto Beni,109,WILLIAM HUANCA HUAYHUA,15,UNION POR EL CAMBIO,1,Alcalde
1,Bolivia,2,La Paz,13,Caranavi,31,Alto Beni,110,JAVIER CHAMBI ROMERO,16,INNOVACION HUMANA,1,Alcalde
1,Bolivia,2,La Paz,13,Caranavi,31,Alto Beni,111,FERNANDO JOSE HUASCO FIGUEROA,5,NUEVA GENERACIÓN PATRIÓTICA,1,Alcalde
1,Bolivia,2,La Paz,14,Franz Tamayo,32,Apolo,112,RULLY CIRO JIMENEZ DELBOY,13,VENCEREMOS,1,Alcalde
1,Bolivia,2,La Paz,14,Franz Tamayo,32,Apolo,113,NESTOR PALLUCA NINA,15,UNION POR EL CAMBIO,1,Alcalde
1,Bolivia,2,La Paz,14,Franz Tamayo,32,Apolo,114,ORLANDO FERNANDEZ ENRIQUEZ,3,LIBERTAD Y REPÚBLICA,1,Alcalde
1,Bolivia,2,La Paz,14,Franz Tamayo,32,Apolo,115,NELO HUMBERTO SALAS SULLCA,7,FRENTE REVOLUCIONARIO DE IZQUIERDA,1,Alcalde
1,Bolivia,2,La Paz,14,Franz Tamayo,32,Apolo,116,EDWIN RUDY CORDOVA YUJRA,20,ALIANZA PATRIA SOL,1,Alcalde
1,Bolivia,2,La Paz,14,Franz Tamayo,32,Apolo,117,JAIME ZENOBIO CORDERO MANCILLA,17,SUMA POR EL BIEN COMÚN,1,Alcalde
1,Bolivia,2,La Paz,15,Muñecas,33,Aucapata,118,ERNESTO FLORENCIO PACHACUTE YUJRA,20,ALIANZA PATRIA SOL,1,Alcalde
1,Bolivia,2,La Paz,15,Muñecas,33,Aucapata,119,JOSE CHURA MAMANI,21,MOVIMIENTO POR LA SOBERANIA,1,Alcalde
1,Bolivia,2,La Paz,15,Muñecas,34,Ayata,120,RICARDO FLORES BRAVO,15,UNION POR EL CAMBIO,1,Alcalde
1,Bolivia,2,La Paz,15,Muñecas,34,Ayata,121,ELEUTERIO MARAZA QUISPE,1,MOVIMIENTO TERCER SISTEMA,1,Alcalde
1,Bolivia,2,La Paz,15,Muñecas,34,Ayata,122,JOSE LUIS CHURA OJEDA,20,ALIANZA PATRIA SOL,1,Alcalde
1,Bolivia,2,La Paz,15,Muñecas,34,Ayata,123,ALFREDO CUEVAS LAURA,5,NUEVA GENERACIÓN PATRIÓTICA,1,Alcalde
1,Bolivia,2,La Paz,16,Aroma,35,Ayo Ayo,124,RODOLFO CALLE TICONA,13,VENCEREMOS,1,Alcalde
1,Bolivia,2,La Paz,16,Aroma,35,Ayo Ayo,125,OVIDIO PINTO QUISPE,15,UNION POR EL CAMBIO,1,Alcalde
1,Bolivia,2,La Paz,16,Aroma,35,Ayo Ayo,126,WELY APAZA VALERO,22,VAMOS INTEGRANDO EL DESARROLLO AUTONOMICO,1,Alcalde
1,Bolivia,2,La Paz,16,Aroma,35,Ayo Ayo,127,OSCAR MAMANI MAMANI,19,PARTIDO DEMOCRATA CRISTIANO,1,Alcalde
1,Bolivia,2,La Paz,16,Aroma,35,Ayo Ayo,128,OSCAR VASQUEZ CHOQUE,5,NUEVA GENERACIÓN PATRIÓTICA,1,Alcalde
1,Bolivia,2,La Paz,16,Aroma,35,Ayo Ayo,129,BLADIMIR IVAN ACHU PAÑUNI,17,SUMA POR EL BIEN COMÚN,1,Alcalde
1,Bolivia,2,La Paz,17,Los Andes,36,Batallas,130,LUIS WISMARK MAMANI MACHACA,14,ALIANZA SOCIAL PATRIOTICA,1,Alcalde
1,Bolivia,2,La Paz,17,Los Andes,36,Batallas,131,BERNARDO BALBOA PATTY,3,LIBERTAD Y REPÚBLICA,1,Alcalde
1,Bolivia,2,La Paz,17,Los Andes,36,Batallas,132,RENE VARGAS CALCINA,22,VAMOS INTEGRANDO EL DESARROLLO AUTONOMICO,1,Alcalde
1,Bolivia,2,La Paz,17,Los Andes,36,Batallas,133,ALVARO PATTY MERCADO,20,ALIANZA PATRIA SOL,1,Alcalde
1,Bolivia,2,La Paz,17,Los Andes,36,Batallas,134,RENE APAZA HUALLPA,5,NUEVA GENERACIÓN PATRIÓTICA,1,Alcalde
1,Bolivia,2,La Paz,17,Los Andes,36,Batallas,135,HERMINIO SAOME MAMANI MAMANI,12,AUTONOMÍA PARA BOLIVIA SÚMATE,1,Alcalde
1,Bolivia,2,La Paz,18,Loayza,37,Cairoma,136,SABINO PATZI MAMANI,18,JUNTOS AL LLAMADO DE LOS PUEBLOS,1,Alcalde
1,Bolivia,2,La Paz,18,Loayza,37,Cairoma,137,NELSON FLORES MAMANI,23,SOMOS LA PAZ,1,Alcalde
1,Bolivia,2,La Paz,18,Loayza,37,Cairoma,138,IVAN NILO MAMANI ORELLANA,15,UNION POR EL CAMBIO,1,Alcalde
1,Bolivia,2,La Paz,18,Loayza,37,Cairoma,139,DANIEL ALVARO PATZI CARVAJAL,16,INNOVACION HUMANA,1,Alcalde
1,Bolivia,2,La Paz,18,Loayza,37,Cairoma,140,GUSTAVO NICANOR FLORES HUARACHI,19,PARTIDO DEMOCRATA CRISTIANO,1,Alcalde
1,Bolivia,2,La Paz,18,Loayza,37,Cairoma,141,MARCELO SIRPA HAMACHI,1,MOVIMIENTO TERCER SISTEMA,1,Alcalde
1,Bolivia,2,La Paz,18,Loayza,37,Cairoma,142,ALAIN PETER PABLO PACO,20,ALIANZA PATRIA SOL,1,Alcalde
1,Bolivia,2,La Paz,18,Loayza,37,Cairoma,143,HUGO TANGARA CHIARA,12,AUTONOMÍA PARA BOLIVIA SÚMATE,1,Alcalde
1,Bolivia,2,La Paz,19,Inquisivi,38,Cajuata,144,JOSE ANGEL PEREZ CARDENAS,13,VENCEREMOS,1,Alcalde
1,Bolivia,2,La Paz,19,Inquisivi,38,Cajuata,145,LIZET GERALDINA GUACHALLA ENCINAS,7,FRENTE REVOLUCIONARIO DE IZQUIERDA,1,Alcalde
1,Bolivia,2,La Paz,19,Inquisivi,38,Cajuata,146,SANDRO FLORES COCARICO,19,PARTIDO DEMOCRATA CRISTIANO,1,Alcalde
1,Bolivia,2,La Paz,20,Pacajes,39,Calacoto,147,EDVERTO SARZURI APAZA,18,JUNTOS AL LLAMADO DE LOS PUEBLOS,1,Alcalde
1,Bolivia,2,La Paz,20,Pacajes,39,Calacoto,148,ABRAHAM PATTY MALDONADO,13,VENCEREMOS,1,Alcalde
1,Bolivia,2,La Paz,20,Pacajes,39,Calacoto,149,GERMAN BALTAZAR MORALES,15,UNION POR EL CAMBIO,1,Alcalde
1,Bolivia,2,La Paz,20,Pacajes,39,Calacoto,150,ERNESTINA PLATA PATTY,24,ALIANZA UNIDOS POR LOS PUEBLOS,1,Alcalde
1,Bolivia,2,La Paz,20,Pacajes,39,Calacoto,151,EDGAR VARGAS TANCARA,20,ALIANZA PATRIA SOL,1,Alcalde
1,Bolivia,2,La Paz,20,Pacajes,39,Calacoto,152,LUCIO QUELCA SUNTURA,5,NUEVA GENERACIÓN PATRIÓTICA,1,Alcalde
1,Bolivia,2,La Paz,20,Pacajes,39,Calacoto,153,VICTOR CUSSI CUSI,21,MOVIMIENTO POR LA SOBERANIA,1,Alcalde
1,Bolivia,2,La Paz,16,Aroma,40,Calamarca,154,DELIA GIOVANA QUISPE QUISPE,16,INNOVACION HUMANA,1,Alcalde
1,Bolivia,2,La Paz,16,Aroma,40,Calamarca,155,MARCELO FLORES CUMARA,17,SUMA POR EL BIEN COMÚN,1,Alcalde
1,Bolivia,2,La Paz,20,Pacajes,41,Caquiaviri,156,MARIBEL MITA CARLO,23,SOMOS LA PAZ,1,Alcalde
1,Bolivia,2,La Paz,20,Pacajes,41,Caquiaviri,157,BRANDON VILLCA GUARACHI,15,UNION POR EL CAMBIO,1,Alcalde
1,Bolivia,2,La Paz,20,Pacajes,41,Caquiaviri,158,HERNAN TIÑINI TICONA,5,NUEVA GENERACIÓN PATRIÓTICA,1,Alcalde
1,Bolivia,2,La Paz,13,Caranavi,42,Caranavi,159,SAMUEL FLORES TITO,18,JUNTOS AL LLAMADO DE LOS PUEBLOS,1,Alcalde
1,Bolivia,2,La Paz,13,Caranavi,42,Caranavi,160,ALVARO BENJO CRUZ TERRAZAS,13,VENCEREMOS,1,Alcalde
1,Bolivia,2,La Paz,13,Caranavi,42,Caranavi,161,YURI ERICK CORONADO JALIRE,3,LIBERTAD Y REPÚBLICA,1,Alcalde
1,Bolivia,2,La Paz,13,Caranavi,42,Caranavi,162,ERIK GUSTAVO RODRIGUEZ GUTIERREZ,16,INNOVACION HUMANA,1,Alcalde
1,Bolivia,2,La Paz,21,General José Manuel Pando,43,Catacora,163,HIVER FLORES TORREZ,15,UNION POR EL CAMBIO,1,Alcalde
1,Bolivia,2,La Paz,21,General José Manuel Pando,43,Catacora,164,PLACIDO FLORES FERNANDEZ,20,ALIANZA PATRIA SOL,1,Alcalde
1,Bolivia,2,La Paz,22,Gualberto Villarroel,44,Chacarilla,165,JUAN PABLO VASQUEZ FLORES,15,UNION POR EL CAMBIO,1,Alcalde
1,Bolivia,2,La Paz,22,Gualberto Villarroel,44,Chacarilla,166,LIDIA FLORES LAURA,19,PARTIDO DEMOCRATA CRISTIANO,1,Alcalde
